received_utc,imei,codec,record_utc,timestamp_ms,priority,latitude,longitude,altitude_m,angle_deg,satellites,speed_kmh,event_io_id,io_json
2026-07-03T08:32:45Z,862272088542776,Codec8E,2026-07-03 00:54:30.000 UTC,1783040070000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":4,""200"":0,""69"":2,""237"":2,""113"":100,""303"":0,""383"":3,""1149"":20,""181"":0,""182"":0,""66"":12943,""24"":0,""206"":48740,""67"":4128,""68"":0,""13"":518,""17"":-27,""18"":-30,""19"":1,""15"":0,""241"":26806,""199"":0,""16"":641586,""12"":32395,""449"":0,""636"":339469,""1148"":83,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-03T08:32:45Z,862272088542776,Codec8E,2026-07-03 01:54:30.000 UTC,1783043670000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":4,""200"":3,""69"":3,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":3,""66"":12946,""206"":18,""67"":4128,""68"":0,""17"":-27,""18"":-30,""19"":0,""241"":26801,""16"":641586,""12"":32395,""449"":0,""636"":0,""1148"":120,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-03T08:32:45Z,862272088542776,Codec8E,2026-07-03 03:25:04.000 UTC,1783049104000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":5,""200"":0,""69"":2,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":3,""181"":0,""182"":0,""66"":12919,""24"":0,""206"":18,""67"":4128,""68"":0,""13"":518,""17"":-23,""18"":-29,""19"":0,""15"":0,""241"":26801,""199"":0,""16"":641586,""12"":32395,""449"":0,""636"":0,""1148"":108,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-03T08:32:45Z,862272088542776,Codec8E,2026-07-03 04:57:24.000 UTC,1783054644000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":3,""200"":0,""69"":2,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":3,""181"":0,""182"":0,""66"":12897,""24"":0,""206"":18,""67"":4128,""68"":0,""13"":518,""17"":-29,""18"":-33,""19"":2,""15"":0,""241"":26801,""199"":0,""16"":641586,""12"":32395,""449"":0,""636"":0,""1148"":120,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-03T08:32:45Z,862272088542776,Codec8E,2026-07-03 06:28:16.000 UTC,1783060096000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":3,""200"":0,""69"":2,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":8,""181"":0,""182"":0,""66"":12926,""24"":0,""206"":10701,""67"":4128,""68"":0,""13"":518,""17"":-31,""18"":-20,""19"":8,""15"":0,""241"":26802,""199"":0,""16"":641586,""12"":32395,""449"":0,""636"":0,""1148"":110,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-03T08:32:46Z,862272088542776,Codec8E,2026-07-03 07:59:37.000 UTC,1783065577000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":4,""200"":0,""69"":2,""237"":2,""113"":100,""303"":0,""383"":3,""1149"":20,""181"":0,""182"":0,""66"":12884,""24"":0,""206"":48740,""67"":4128,""68"":0,""13"":518,""17"":-31,""18"":-21,""19"":7,""15"":0,""241"":26806,""199"":0,""16"":641586,""12"":32395,""449"":0,""636"":339509,""1148"":82,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-03T09:30:41Z,862272088542776,Codec8E,2026-07-03 09:30:27.000 UTC,1783071027000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":4,""200"":0,""69"":2,""237"":2,""113"":100,""303"":0,""383"":3,""1149"":20,""181"":0,""182"":0,""66"":12884,""24"":0,""206"":48740,""67"":4128,""68"":0,""13"":518,""17"":-27,""18"":-29,""19"":4,""15"":0,""241"":26806,""199"":0,""16"":641586,""12"":32395,""449"":0,""636"":339469,""1148"":83,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-03T10:30:48Z,862272088542776,Codec8E,2026-07-03 10:30:27.000 UTC,1783074627000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":4,""200"":0,""69"":2,""237"":2,""113"":100,""303"":0,""383"":3,""1149"":20,""181"":0,""182"":0,""66"":12884,""24"":0,""206"":48740,""67"":4128,""68"":0,""13"":518,""17"":-26,""18"":-34,""19"":3,""15"":0,""241"":26806,""199"":0,""16"":641586,""12"":32395,""449"":0,""636"":339469,""1148"":83,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-04T02:03:07Z,862272088542776,Codec8E,2026-07-03 11:30:27.000 UTC,1783078227000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":4,""200"":3,""69"":3,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":3,""66"":12928,""206"":18,""67"":4128,""68"":0,""17"":-30,""18"":-28,""19"":4,""241"":26801,""16"":641586,""12"":32395,""449"":0,""636"":0,""1148"":120,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
2026-07-04T02:03:07Z,862272088542776,Codec8E,2026-07-03 12:30:27.000 UTC,1783081827000,0,40.1081850,-8.5084516,0,0,0,0,0,"{""239"":0,""240"":0,""21"":3,""200"":3,""69"":3,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":3,""66"":12924,""206"":18,""67"":4128,""68"":0,""17"":-28,""18"":-32,""19"":2,""241"":26801,""16"":641586,""12"":32395,""449"":0,""636"":0,""1148"":120,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e383530302d303038353038342e353136372b3030302e3030302f""}"
