received_utc,imei,codec,record_utc,timestamp_ms,priority,latitude,longitude,altitude_m,angle_deg,satellites,speed_kmh,event_io_id,io_json
2026-07-01T07:24:09Z,862272088542776,Codec8E,2026-07-01 00:13:49.000 UTC,1782864829000,0,40.1081283,-8.5084466,0,0,0,0,0,"{""239"":1,""240"":0,""21"":1,""200"":0,""69"":2,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":0,""181"":0,""182"":0,""66"":14124,""24"":0,""206"":8740,""67"":4128,""68"":0,""13"":962,""17"":-36,""18"":-25,""19"":5,""15"":0,""241"":26806,""199"":0,""16"":185441,""12"":17534,""449"":0,""636"":0,""1148"":0,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:09Z,862272088542776,Codec8E,2026-07-01 01:35:48.000 UTC,1782869748000,0,40.1081283,-8.5084466,0,0,0,0,0,"{""239"":1,""240"":0,""21"":1,""200"":0,""69"":2,""237"":1,""113"":100,""303"":0,""383"":3,""1149"":0,""181"":0,""182"":0,""66"":14122,""24"":0,""206"":8740,""67"":4128,""68"":0,""13"":1037,""17"":-38,""18"":-21,""19"":5,""15"":0,""241"":26806,""199"":0,""16"":185441,""12"":18899,""449"":0,""636"":21635,""1148"":106,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:10Z,862272088542776,Codec8E,2026-07-01 03:24:16.000 UTC,1782876256000,0,40.1081283,-8.5084466,0,0,0,0,239,"{""239"":0,""240"":0,""21"":1,""200"":0,""69"":2,""237"":1,""113"":100,""303"":0,""383"":3,""1149"":0,""181"":0,""182"":0,""66"":13072,""24"":0,""206"":8740,""67"":4133,""68"":0,""13"":1135,""17"":-37,""18"":-22,""19"":4,""15"":0,""241"":26806,""199"":0,""16"":185441,""12"":20692,""449"":0,""636"":21635,""1148"":106,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:10Z,862272088542776,Codec8E,2026-07-01 04:24:16.000 UTC,1782879856000,0,40.1081283,-8.5084466,0,0,0,0,0,"{""239"":0,""240"":0,""21"":5,""200"":0,""69"":2,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":20,""181"":0,""182"":0,""66"":13104,""24"":0,""206"":18,""67"":4130,""68"":0,""13"":1135,""17"":-39,""18"":-25,""19"":4,""15"":0,""241"":26801,""199"":0,""16"":185441,""12"":20692,""449"":0,""636"":0,""1148"":0,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:10Z,862272088542776,Codec8E,2026-07-01 05:45:19.000 UTC,1782884719000,0,40.1081283,-8.5084466,0,0,0,0,0,"{""239"":0,""240"":0,""21"":5,""200"":0,""69"":2,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":20,""181"":0,""182"":0,""66"":13046,""24"":0,""206"":18,""67"":4130,""68"":0,""13"":1135,""17"":-39,""18"":-28,""19"":4,""15"":0,""241"":26801,""199"":0,""16"":185441,""12"":20692,""449"":0,""636"":0,""1148"":0,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:10Z,862272088542776,Codec8E,2026-07-01 07:13:12.000 UTC,1782889992000,0,40.1081283,-8.5084466,0,0,0,0,239,"{""239"":1,""240"":0,""21"":3,""200"":0,""69"":2,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":1,""181"":0,""182"":0,""66"":14816,""24"":0,""206"":18,""67"":4132,""68"":0,""13"":1135,""17"":-36,""18"":-18,""19"":11,""15"":0,""241"":26801,""199"":0,""16"":185441,""12"":20692,""449"":0,""636"":0,""1148"":0,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:10Z,862272088542776,Codec8E,2026-07-01 07:15:32.000 UTC,1782890132000,0,40.1081283,-8.5084466,0,0,0,0,303,"{""239"":1,""240"":0,""21"":5,""200"":0,""69"":2,""237"":99,""113"":100,""303"":1,""383"":3,""1149"":20,""181"":0,""182"":0,""66"":14298,""24"":0,""206"":18,""67"":4129,""68"":0,""13"":1137,""17"":-43,""18"":0,""19"":10,""15"":0,""241"":26801,""199"":0,""16"":185441,""12"":20731,""449"":0,""636"":0,""1148"":0,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:14Z,862272088542776,Codec8E,2026-07-01 07:15:34.000 UTC,1782890134000,0,40.1081283,-8.5084466,0,0,0,0,240,"{""239"":1,""240"":1,""21"":0,""200"":0,""69"":2,""237"":99,""113"":100,""303"":1,""383"":3,""1149"":0,""181"":0,""182"":0,""66"":14295,""24"":0,""206"":0,""67"":4128,""68"":0,""13"":1137,""17"":-45,""18"":-14,""19"":6,""15"":0,""241"":0,""199"":0,""16"":185441,""12"":20731,""449"":0,""636"":0,""1148"":0,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:14Z,862272088542776,Codec8E,2026-07-01 07:15:35.000 UTC,1782890135000,0,40.1081283,-8.5084466,0,0,0,0,303,"{""239"":1,""240"":1,""21"":0,""200"":0,""69"":2,""237"":99,""113"":100,""303"":0,""383"":3,""1149"":0,""181"":0,""182"":0,""66"":14311,""24"":0,""206"":0,""67"":4128,""68"":0,""13"":1137,""17"":-39,""18"":-17,""19"":7,""15"":0,""241"":0,""199"":0,""16"":185441,""12"":20731,""449"":0,""636"":0,""1148"":0,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
2026-07-01T07:24:14Z,862272088542776,Codec8E,2026-07-01 07:16:39.000 UTC,1782890199000,0,40.1081283,-8.5084466,0,0,0,0,303,"{""239"":1,""240"":1,""21"":4,""200"":0,""69"":2,""237"":99,""113"":100,""303"":1,""383"":3,""1149"":20,""181"":0,""182"":0,""66"":14297,""24"":0,""206"":18,""67"":4133,""68"":0,""13"":1137,""17"":-131,""18"":55,""19"":17,""15"":0,""241"":26801,""199"":0,""16"":185441,""12"":20731,""449"":0,""636"":0,""1148"":0,""11"":8935106000,""14"":1160700155,""387"":""2b3430313038312e323833332d303038353038342e343636372b3030302e3030302f""}"
